user,timestamp,ip,resource,action,label
user_047,2025-07-02 20:14:00,168.234.14.121,genome_db,read,0
user_034,2025-07-08 20:30:03,206.238.218.116,genome_db,read,0
user_042,2025-07-03 12:34:52,75.16.35.114,compute_mode,read,0
user_047,2025-07-02 03:10:04,15.116.172.14,sequencer,read,0
user_004,2025-07-05 15:05:06,193.239.68.134,compute_mode,read,0
user_036,2025-06-29 21:12:30,147.71.111.117,sequencer,read,0
user_025,2025-07-04 12:59:28,170.13.221.4,compute_mode,read,0
user_039,2025-07-05 07:38:45,132.17.40.122,compute_mode,read,0
user_006,2025-07-06 06:33:09,61.130.102.125,sequencer,read,0
user_033,2025-07-03 08:40:49,31.17.178.38,sequencer,delete,0
user_047,2025-07-06 11:54:29,173.218.37.85,genome_db,read,0
user_010,2025-07-08 19:45:39,31.17.178.38,cloud_storage,write,0
user_033,2025-07-07 15:54:27,93.159.170.21,genome_db,delete,0
user_022,2025-07-07 11:22:19,158.70.109.210,genome_db,read,0
user_009,2025-07-06 10:14:52,156.133.139.113,genome_db,read,0
user_009,2025-07-07 11:44:25,153.233.63.231,wet_lab,read,0
user_049,2025-06-30 19:26:36,116.94.196.239,sequencer,read,0
user_036,2025-07-05 02:13:52,153.233.63.231,cloud_storage,read,0
user_036,2025-07-06 03:19:16,116.94.196.239,cloud_storage,read,0
user_040,2025-07-08 06:33:54,173.218.37.85,genome_db,read,0
user_030,2025-07-03 00:06:51,132.17.40.122,compute_mode,write,0
user_037,2025-07-01 21:22:01,15.116.172.14,compute_mode,read,0
user_019,2025-07-01 09:21:03,132.17.40.122,sequencer,read,0
user_023,2025-06-30 07:25:24,180.181.186.23,compute_mode,read,0
user_005,2025-07-09 11:53:40,184.21.239.21,cloud_storage,read,0
user_029,2025-07-05 05:19:39,154.138.117.180,cloud_storage,exfiltrate,1
user_047,2025-07-03 09:41:32,68.131.215.122,wet_lab,read,0
user_036,2025-07-08 13:03:06,116.94.196.239,genome_db,read,0
user_030,2025-07-07 21:19:46,93.159.170.21,genome_db,exfiltrate,1
user_028,2025-07-05 00:35:40,22.82.98.1,compute_mode,exfiltrate,1
user_005,2025-07-08 01:57:00,93.159.170.21,genome_db,read,0
user_045,2025-07-03 07:29:09,132.17.40.122,sequencer,read,0
user_039,2025-07-03 11:04:59,219.169.164.83,compute_mode,read,0
user_018,2025-07-05 07:22:53,147.71.111.117,sequencer,write,0
user_043,2025-07-05 02:11:03,184.21.239.21,wet_lab,write,0
user_041,2025-07-04 11:05:04,173.218.37.85,wet_lab,read,0
user_035,2025-07-08 22:10:38,206.16.186.10,sequencer,read,0
user_046,2025-07-04 20:22:30,193.239.68.134,cloud_storage,delete,0
user_021,2025-06-30 19:08:15,31.17.178.38,cloud_storage,write,0
user_022,2025-07-09 05:07:35,171.66.107.163,sequencer,read,0
user_045,2025-07-07 10:47:19,31.17.178.38,compute_mode,read,0
user_041,2025-06-29 19:34:07,75.16.35.114,compute_mode,delete,0
user_042,2025-07-05 22:15:49,206.238.218.116,cloud_storage,read,0
user_042,2025-06-29 16:10:34,168.234.14.121,cloud_storage,read,0
user_023,2025-07-08 14:36:15,171.66.107.163,genome_db,exfiltrate,1
user_021,2025-07-08 14:24:55,153.233.63.231,sequencer,read,0
user_008,2025-07-09 12:28:21,36.136.176.143,wet_lab,read,0
user_006,2025-07-06 01:30:36,93.159.170.21,cloud_storage,delete,0
user_033,2025-06-30 17:28:43,15.116.172.14,compute_mode,delete,0
user_039,2025-07-09 10:27:21,36.136.176.143,cloud_storage,read,0
user_010,2025-07-04 06:26:38,219.169.164.83,cloud_storage,delete,0
user_010,2025-07-01 11:29:28,81.168.130.215,sequencer,read,0
user_023,2025-07-03 23:10:58,206.16.186.10,genome_db,exfiltrate,1
user_039,2025-07-01 09:42:09,171.66.107.163,sequencer,read,0
user_015,2025-06-30 03:01:12,171.66.107.163,sequencer,delete,0
user_012,2025-07-04 12:23:13,158.70.109.210,cloud_storage,exfiltrate,1
user_029,2025-07-03 04:27:19,153.233.63.231,compute_mode,write,0
user_032,2025-07-06 00:01:33,93.159.170.21,sequencer,exfiltrate,1
user_012,2025-07-07 13:19:10,75.16.35.114,cloud_storage,read,0
user_016,2025-07-06 02:07:12,15.116.172.14,sequencer,delete,0
user_035,2025-07-05 11:43:09,16.17.153.22,wet_lab,write,0
user_033,2025-06-29 18:51:46,193.239.68.134,wet_lab,read,0
user_048,2025-07-08 06:50:11,219.169.164.83,compute_mode,read,0
user_032,2025-07-04 10:19:22,36.136.176.143,sequencer,read,0
user_014,2025-07-02 18:27:07,180.181.186.23,sequencer,delete,0
user_001,2025-07-04 03:43:48,168.234.14.121,wet_lab,read,0
user_023,2025-07-03 15:01:57,61.130.102.125,sequencer,exfiltrate,1
user_023,2025-07-08 07:50:40,61.130.102.125,wet_lab,read,0
user_006,2025-07-07 14:00:06,180.181.186.23,compute_mode,write,0
user_008,2025-07-06 12:47:01,15.116.172.14,compute_mode,delete,0
user_030,2025-07-08 20:06:23,206.238.218.116,genome_db,write,0
user_030,2025-07-01 00:18:34,132.17.40.122,cloud_storage,read,0
user_005,2025-07-02 13:11:07,170.13.221.4,compute_mode,read,0
user_009,2025-07-07 17:08:53,78.188.96.233,cloud_storage,read,0
user_007,2025-07-05 09:47:24,153.233.63.231,compute_mode,read,0
user_007,2025-07-08 06:13:04,15.116.172.14,genome_db,read,0
user_039,2025-07-01 00:29:08,132.17.40.122,wet_lab,read,0
user_031,2025-06-30 08:50:07,184.21.239.21,cloud_storage,read,0
user_032,2025-06-30 06:06:43,154.138.117.180,genome_db,write,0
user_018,2025-07-05 19:52:39,168.234.14.121,wet_lab,write,0
user_015,2025-07-07 05:00:17,154.138.117.180,sequencer,read,0
user_042,2025-07-02 18:37:57,31.17.178.38,cloud_storage,exfiltrate,1
user_004,2025-07-02 10:36:21,93.159.170.21,cloud_storage,read,0
user_032,2025-07-04 11:58:24,78.188.96.233,wet_lab,read,0
user_030,2025-07-05 16:05:02,15.116.172.14,sequencer,exfiltrate,1
user_016,2025-07-06 04:01:57,81.168.130.215,wet_lab,read,0
user_004,2025-07-06 05:41:55,158.70.109.210,genome_db,write,0
user_040,2025-07-03 04:35:36,22.82.98.1,cloud_storage,write,0
user_021,2025-07-03 08:10:51,36.136.176.143,wet_lab,read,0
user_021,2025-07-01 06:29:26,180.181.186.23,genome_db,delete,0
user_043,2025-06-30 04:32:34,132.17.40.122,sequencer,write,0
user_008,2025-07-04 15:43:21,31.17.178.38,sequencer,read,0
user_012,2025-07-05 07:30:12,15.116.172.14,genome_db,delete,0
user_020,2025-07-07 20:49:03,16.17.153.22,compute_mode,read,0
user_034,2025-07-02 16:00:38,16.166.116.116,compute_mode,read,0
user_041,2025-07-08 12:39:58,185.103.8.195,compute_mode,read,0
user_049,2025-07-07 04:36:16,15.116.172.14,compute_mode,read,0
user_023,2025-07-01 09:30:13,168.234.14.121,sequencer,write,0
user_024,2025-07-06 07:37:11,173.218.37.85,genome_db,read,0
user_031,2025-07-06 20:19:26,158.70.109.210,cloud_storage,read,0
user_005,2025-06-30 21:56:57,81.168.130.215,sequencer,read,0
user_038,2025-06-29 19:46:54,180.181.186.23,genome_db,read,0
user_020,2025-07-08 04:52:08,22.82.98.1,wet_lab,read,0
user_018,2025-07-02 21:50:24,171.66.107.163,sequencer,write,0
user_027,2025-07-03 20:24:00,219.169.164.83,sequencer,read,0
user_002,2025-07-06 01:04:42,81.168.130.215,compute_mode,write,0
user_027,2025-06-30 14:51:15,156.133.139.113,wet_lab,read,0
user_040,2025-07-04 22:35:42,147.71.111.117,compute_mode,read,0
user_047,2025-07-03 03:12:04,206.16.186.10,genome_db,exfiltrate,1
user_009,2025-07-04 16:06:03,193.239.68.134,cloud_storage,write,0
user_028,2025-07-01 07:08:29,15.116.172.14,genome_db,read,0
user_049,2025-07-02 17:18:53,116.94.196.239,compute_mode,read,0
user_036,2025-07-07 04:11:59,15.116.172.14,cloud_storage,read,0
user_028,2025-07-04 11:20:17,158.70.109.210,compute_mode,read,0
user_004,2025-06-29 13:37:20,154.138.117.180,genome_db,read,0
user_025,2025-07-05 09:03:37,173.218.37.85,compute_mode,read,0
user_007,2025-07-01 11:38:44,170.13.221.4,genome_db,read,0
user_024,2025-07-02 20:40:05,16.17.153.22,cloud_storage,read,0
user_049,2025-07-07 05:51:23,156.133.139.113,sequencer,read,0
user_039,2025-07-07 01:05:19,171.66.107.163,sequencer,read,0
user_008,2025-07-02 06:14:28,193.239.68.134,wet_lab,read,0
user_045,2025-07-02 17:57:13,132.17.40.122,wet_lab,delete,0
user_020,2025-07-02 08:37:59,206.16.186.10,compute_mode,write,0
user_035,2025-07-05 19:28:11,78.188.96.233,compute_mode,delete,0
user_010,2025-07-05 19:16:54,206.238.218.116,genome_db,write,0
user_032,2025-07-06 11:35:39,61.130.102.125,wet_lab,exfiltrate,1
user_008,2025-07-08 17:18:14,61.130.102.125,sequencer,read,0
user_035,2025-07-03 13:57:32,154.138.117.180,compute_mode,read,0
user_035,2025-07-05 12:56:45,36.136.176.143,cloud_storage,delete,0
user_004,2025-06-30 19:02:42,171.66.107.163,sequencer,exfiltrate,1
user_046,2025-06-30 01:12:48,16.166.116.116,cloud_storage,read,0
user_026,2025-07-04 21:55:24,180.181.186.23,cloud_storage,read,0
user_020,2025-07-02 14:02:40,116.94.196.239,wet_lab,read,0
user_043,2025-07-03 14:41:22,93.159.170.21,compute_mode,read,0
user_049,2025-07-02 16:47:33,78.188.96.233,cloud_storage,read,0
user_008,2025-07-01 01:48:59,168.234.14.121,cloud_storage,delete,0
user_003,2025-07-06 15:34:06,180.181.186.23,wet_lab,read,0
user_019,2025-07-07 09:35:29,219.169.164.83,genome_db,read,0
user_045,2025-07-01 15:04:12,61.130.102.125,compute_mode,delete,0
user_033,2025-07-04 19:30:01,68.131.215.122,compute_mode,delete,0
user_016,2025-07-07 10:00:40,185.103.8.195,cloud_storage,read,0
user_040,2025-07-03 18:25:50,171.66.107.163,cloud_storage,read,0
user_032,2025-07-04 16:12:57,116.94.196.239,genome_db,read,0
user_037,2025-07-02 19:15:08,36.136.176.143,genome_db,write,0
user_046,2025-07-02 16:31:26,68.131.215.122,cloud_storage,read,0
user_036,2025-07-01 04:55:15,15.116.172.14,wet_lab,read,0
user_041,2025-07-06 20:33:22,153.233.63.231,cloud_storage,read,0
user_013,2025-07-02 14:03:28,153.233.63.231,cloud_storage,read,0
user_040,2025-07-06 20:55:22,170.13.221.4,sequencer,delete,0
user_034,2025-06-30 09:47:33,171.66.107.163,compute_mode,read,0
user_043,2025-07-01 15:01:20,147.71.111.117,compute_mode,read,0
user_044,2025-06-30 08:41:00,15.116.172.14,genome_db,read,0
user_030,2025-07-01 11:51:02,132.17.40.122,genome_db,read,0
user_009,2025-06-29 21:10:06,173.218.37.85,compute_mode,write,0
user_022,2025-07-08 04:05:05,147.71.111.117,genome_db,write,0
user_032,2025-07-05 00:46:31,78.188.96.233,wet_lab,read,0
user_029,2025-07-06 12:23:36,22.82.98.1,compute_mode,read,0
user_009,2025-07-08 14:46:41,22.82.98.1,wet_lab,read,0
user_024,2025-07-05 06:10:32,193.239.68.134,cloud_storage,read,0
user_010,2025-07-04 02:52:21,180.181.186.23,compute_mode,delete,0
user_046,2025-07-03 08:31:30,173.218.37.85,genome_db,write,0
user_031,2025-07-08 11:06:14,93.159.170.21,sequencer,read,0
user_019,2025-07-01 12:39:39,16.166.116.116,wet_lab,read,0
user_025,2025-07-06 00:14:00,93.159.170.21,sequencer,exfiltrate,1
user_013,2025-07-05 09:25:30,154.138.117.180,compute_mode,read,0
user_018,2025-06-30 15:01:50,16.166.116.116,cloud_storage,delete,0
user_041,2025-07-03 16:34:55,206.16.186.10,sequencer,read,0
user_000,2025-07-08 08:37:49,193.239.68.134,wet_lab,read,0
user_016,2025-06-30 18:30:40,81.168.130.215,compute_mode,write,0
user_023,2025-07-01 12:12:37,15.116.172.14,sequencer,read,0
user_035,2025-07-07 15:52:22,185.103.8.195,compute_mode,read,0
user_004,2025-07-01 00:32:58,147.71.111.117,cloud_storage,read,0
user_035,2025-07-02 18:40:10,156.133.139.113,cloud_storage,write,0
user_007,2025-07-06 03:52:58,36.136.176.143,wet_lab,read,0
user_021,2025-07-02 00:26:48,78.188.96.233,compute_mode,write,0
user_012,2025-07-02 07:38:57,184.21.239.21,cloud_storage,read,0
user_002,2025-07-08 04:37:42,15.116.172.14,wet_lab,read,0
user_021,2025-07-05 04:04:32,75.16.35.114,sequencer,read,0
user_009,2025-07-04 03:22:08,184.21.239.21,cloud_storage,read,0
user_039,2025-07-04 15:48:41,173.218.37.85,genome_db,read,0
user_039,2025-07-09 07:10:59,81.168.130.215,compute_mode,read,0
user_032,2025-06-30 05:40:53,180.181.186.23,cloud_storage,read,0
user_045,2025-07-02 08:36:57,154.138.117.180,compute_mode,read,0
user_001,2025-07-05 22:15:37,158.70.109.210,compute_mode,write,0
user_026,2025-07-04 06:11:33,154.138.117.180,compute_mode,write,0
user_046,2025-07-09 11:28:46,193.239.68.134,wet_lab,read,0
user_016,2025-07-03 09:38:17,116.94.196.239,cloud_storage,read,0
user_046,2025-07-03 19:43:34,15.116.172.14,cloud_storage,read,0
user_033,2025-07-06 15:05:39,116.94.196.239,cloud_storage,write,0
user_024,2025-07-06 00:06:15,36.136.176.143,genome_db,read,0
user_044,2025-07-07 06:03:18,22.82.98.1,genome_db,read,0
user_020,2025-07-06 17:30:59,168.234.14.121,genome_db,read,0
user_013,2025-07-08 12:04:25,168.234.14.121,cloud_storage,write,0
user_030,2025-06-29 22:17:15,193.239.68.134,wet_lab,write,0
user_033,2025-07-04 14:37:05,185.103.8.195,cloud_storage,read,0
user_042,2025-07-06 22:24:41,16.166.116.116,cloud_storage,read,0
user_011,2025-07-01 03:24:39,132.17.40.122,cloud_storage,read,0
user_022,2025-07-08 07:37:29,206.16.186.10,compute_mode,write,0
user_012,2025-07-09 09:01:25,61.130.102.125,compute_mode,read,0
user_014,2025-07-02 04:12:03,171.66.107.163,compute_mode,write,0
user_044,2025-07-07 10:22:38,206.238.218.116,sequencer,read,0
user_022,2025-07-05 06:40:58,78.188.96.233,compute_mode,read,0
user_036,2025-07-06 02:47:39,206.16.186.10,cloud_storage,read,0
user_025,2025-07-02 11:25:18,180.181.186.23,compute_mode,exfiltrate,1
user_009,2025-06-30 08:31:03,171.66.107.163,wet_lab,read,0
user_045,2025-07-05 18:29:40,31.17.178.38,compute_mode,delete,0
user_041,2025-07-05 18:37:12,156.133.139.113,sequencer,read,0
user_034,2025-07-06 21:32:00,156.133.139.113,cloud_storage,write,0
user_008,2025-07-06 00:26:17,22.82.98.1,cloud_storage,write,0
user_015,2025-07-05 20:11:08,61.130.102.125,wet_lab,write,0
user_033,2025-07-07 13:35:03,61.130.102.125,genome_db,read,0
user_026,2025-06-30 12:29:25,173.218.37.85,sequencer,read,0
user_049,2025-07-04 14:04:13,36.136.176.143,wet_lab,exfiltrate,1
user_010,2025-07-05 08:39:02,168.234.14.121,sequencer,read,0
user_012,2025-07-08 10:20:06,153.233.63.231,compute_mode,read,0
user_041,2025-07-01 17:33:48,15.116.172.14,wet_lab,write,0
user_014,2025-07-03 15:53:28,78.188.96.233,wet_lab,delete,0
user_011,2025-07-02 07:09:21,168.234.14.121,genome_db,delete,0
user_002,2025-06-30 09:42:38,180.181.186.23,sequencer,write,0
user_011,2025-07-01 11:13:52,16.17.153.22,compute_mode,delete,0
user_000,2025-07-04 21:49:49,171.66.107.163,cloud_storage,write,0
user_021,2025-07-06 15:16:20,171.66.107.163,sequencer,exfiltrate,1
user_034,2025-07-02 21:49:32,93.159.170.21,sequencer,delete,0
user_008,2025-07-07 17:50:09,193.239.68.134,cloud_storage,read,0
user_012,2025-07-01 17:52:49,75.16.35.114,wet_lab,read,0
user_046,2025-06-30 01:01:47,132.17.40.122,compute_mode,write,0
user_000,2025-07-05 23:56:20,81.168.130.215,compute_mode,write,0
user_036,2025-07-08 14:49:31,206.16.186.10,genome_db,read,0
user_040,2025-06-29 16:15:03,68.131.215.122,sequencer,delete,0
user_032,2025-07-01 08:20:41,173.218.37.85,wet_lab,read,0
user_006,2025-07-02 21:36:58,219.169.164.83,genome_db,read,0
user_015,2025-07-03 17:35:55,170.13.221.4,compute_mode,read,0
user_028,2025-07-01 03:57:12,153.233.63.231,compute_mode,exfiltrate,1
user_019,2025-07-09 11:31:14,154.138.117.180,cloud_storage,read,0
user_041,2025-07-03 11:59:46,158.70.109.210,genome_db,read,0
user_007,2025-07-08 03:53:13,132.17.40.122,compute_mode,read,0
user_043,2025-07-04 19:37:43,93.159.170.21,compute_mode,write,0
user_040,2025-07-08 10:11:21,16.17.153.22,compute_mode,read,0
user_014,2025-06-30 11:37:42,61.130.102.125,genome_db,read,0
user_029,2025-07-06 18:09:32,81.168.130.215,cloud_storage,read,0
user_044,2025-06-30 00:47:08,78.188.96.233,sequencer,write,0
user_042,2025-07-07 02:11:09,180.181.186.23,genome_db,write,0
user_043,2025-07-03 19:15:37,153.233.63.231,cloud_storage,delete,0
user_005,2025-07-02 00:02:50,93.159.170.21,sequencer,read,0
user_023,2025-07-06 03:37:56,31.17.178.38,cloud_storage,read,0
user_035,2025-06-29 13:50:32,68.131.215.122,cloud_storage,read,0
user_034,2025-07-01 09:25:03,36.136.176.143,genome_db,read,0
user_033,2025-07-01 16:33:07,132.17.40.122,wet_lab,write,0
user_045,2025-07-07 12:06:58,154.138.117.180,sequencer,read,0
user_032,2025-07-03 23:46:23,132.17.40.122,wet_lab,read,0
user_032,2025-07-01 05:03:27,168.234.14.121,sequencer,read,0
user_035,2025-07-02 03:08:57,132.17.40.122,compute_mode,write,0
user_025,2025-07-09 06:55:16,156.133.139.113,wet_lab,write,0
user_037,2025-07-06 09:36:30,31.17.178.38,wet_lab,read,0
user_044,2025-07-03 07:21:20,31.17.178.38,cloud_storage,exfiltrate,1
user_004,2025-07-07 13:41:59,16.17.153.22,sequencer,read,0
user_026,2025-07-02 00:03:39,219.169.164.83,genome_db,write,0
user_046,2025-07-09 11:07:34,116.94.196.239,sequencer,read,0
user_024,2025-06-29 15:19:37,132.17.40.122,sequencer,read,0
user_043,2025-07-06 20:03:22,206.16.186.10,cloud_storage,read,0
user_022,2025-07-05 00:28:32,22.82.98.1,genome_db,exfiltrate,1
user_025,2025-07-08 05:54:18,93.159.170.21,genome_db,write,0
user_014,2025-07-07 21:46:34,180.181.186.23,wet_lab,write,0
user_019,2025-06-30 00:33:23,132.17.40.122,cloud_storage,read,0
user_024,2025-07-09 09:30:08,180.181.186.23,genome_db,read,0
user_022,2025-07-03 08:25:10,36.136.176.143,compute_mode,read,0
user_046,2025-07-01 23:36:31,153.233.63.231,wet_lab,read,0
user_042,2025-07-05 02:05:52,168.234.14.121,cloud_storage,write,0
user_001,2025-07-08 16:56:16,61.130.102.125,genome_db,read,0
user_038,2025-07-09 04:50:01,15.116.172.14,sequencer,read,0
user_045,2025-07-01 17:48:38,193.239.68.134,wet_lab,read,0
user_002,2025-07-09 02:15:31,147.71.111.117,sequencer,read,0
user_013,2025-07-06 11:59:52,153.233.63.231,wet_lab,read,0
user_018,2025-07-03 07:47:44,61.130.102.125,cloud_storage,read,0
user_038,2025-07-06 22:28:45,153.233.63.231,compute_mode,read,0
user_009,2025-07-01 02:00:26,206.16.186.10,cloud_storage,read,0
user_019,2025-07-09 07:15:19,156.133.139.113,wet_lab,read,0
user_037,2025-07-05 09:23:08,68.131.215.122,genome_db,write,0
user_027,2025-07-02 12:38:59,78.188.96.233,sequencer,read,0
user_022,2025-07-07 11:11:32,116.94.196.239,sequencer,write,0
user_020,2025-07-05 23:24:15,206.238.218.116,sequencer,read,0
user_019,2025-07-03 22:54:08,147.71.111.117,genome_db,write,0
user_030,2025-07-07 02:44:04,61.130.102.125,genome_db,read,0
user_045,2025-06-30 02:23:48,36.136.176.143,sequencer,delete,0
user_035,2025-07-08 07:40:09,168.234.14.121,sequencer,read,0
user_008,2025-07-07 04:02:18,147.71.111.117,genome_db,read,0
user_021,2025-07-02 08:18:16,116.94.196.239,wet_lab,delete,0
user_023,2025-07-02 10:52:29,31.17.178.38,cloud_storage,write,0
user_012,2025-07-05 03:09:20,15.116.172.14,compute_mode,read,0
user_038,2025-07-03 19:03:11,184.21.239.21,wet_lab,delete,0
user_012,2025-07-06 11:33:17,75.16.35.114,cloud_storage,write,0
user_035,2025-07-01 15:55:47,185.103.8.195,sequencer,read,0
user_021,2025-07-06 08:25:44,171.66.107.163,wet_lab,read,0
user_012,2025-07-03 16:16:01,81.168.130.215,wet_lab,write,0
user_048,2025-07-04 10:00:18,16.166.116.116,genome_db,write,0
user_045,2025-07-08 13:17:46,185.103.8.195,sequencer,delete,0
user_035,2025-07-05 12:23:38,173.218.37.85,compute_mode,read,0
user_034,2025-07-03 23:00:11,116.94.196.239,compute_mode,read,0
user_023,2025-07-01 10:29:09,93.159.170.21,sequencer,read,0
user_046,2025-07-01 05:19:54,16.166.116.116,compute_mode,delete,0
user_023,2025-07-03 06:47:21,173.218.37.85,sequencer,read,0
user_014,2025-07-08 08:10:22,81.168.130.215,genome_db,read,0
user_035,2025-07-01 17:49:36,16.17.153.22,cloud_storage,read,0
user_026,2025-07-03 03:31:16,171.66.107.163,genome_db,read,0
user_014,2025-07-03 06:40:27,147.71.111.117,cloud_storage,delete,0
user_031,2025-06-29 23:58:09,78.188.96.233,compute_mode,read,0
user_031,2025-07-04 14:10:48,81.168.130.215,sequencer,read,0
user_046,2025-07-03 17:03:01,75.16.35.114,compute_mode,read,0
user_046,2025-07-02 01:39:19,78.188.96.233,sequencer,read,0
user_034,2025-07-05 23:25:26,116.94.196.239,wet_lab,read,0
user_004,2025-07-06 14:55:10,180.181.186.23,wet_lab,write,0
user_026,2025-06-30 22:24:06,36.136.176.143,genome_db,read,0
user_009,2025-07-04 19:36:26,170.13.221.4,genome_db,read,0
user_023,2025-07-07 09:36:15,15.116.172.14,cloud_storage,write,0
user_039,2025-07-07 04:05:10,16.17.153.22,sequencer,write,0
user_001,2025-07-07 15:28:58,170.13.221.4,cloud_storage,read,0
user_000,2025-07-01 00:31:30,170.13.221.4,cloud_storage,write,0
user_034,2025-07-08 10:18:18,171.66.107.163,wet_lab,read,0
user_044,2025-06-30 20:45:57,206.16.186.10,sequencer,delete,0
user_011,2025-07-01 06:47:34,22.82.98.1,wet_lab,read,0
user_015,2025-07-03 08:25:42,185.103.8.195,cloud_storage,read,0
user_022,2025-07-01 11:48:37,156.133.139.113,sequencer,read,0
user_025,2025-07-08 00:18:22,132.17.40.122,cloud_storage,read,0
user_044,2025-07-06 17:24:18,61.130.102.125,compute_mode,write,0
user_005,2025-07-03 18:10:57,116.94.196.239,wet_lab,read,0
user_024,2025-07-08 15:25:14,147.71.111.117,cloud_storage,read,0
user_040,2025-07-05 01:59:09,170.13.221.4,genome_db,read,0
user_027,2025-07-03 15:50:36,116.94.196.239,compute_mode,read,0
user_006,2025-07-02 07:05:53,68.131.215.122,cloud_storage,delete,0
user_014,2025-06-30 11:13:57,185.103.8.195,cloud_storage,read,0
user_002,2025-07-05 21:29:21,16.17.153.22,wet_lab,write,0
user_017,2025-07-07 13:50:04,68.131.215.122,cloud_storage,read,0
user_002,2025-07-03 10:20:53,219.169.164.83,compute_mode,read,0
user_013,2025-06-30 14:42:08,154.138.117.180,genome_db,write,0
user_045,2025-07-05 10:19:01,180.181.186.23,sequencer,delete,0
user_019,2025-07-04 22:21:23,219.169.164.83,cloud_storage,read,0
user_024,2025-07-07 20:34:08,206.16.186.10,cloud_storage,read,0
user_048,2025-07-05 22:25:27,81.168.130.215,genome_db,write,0
user_044,2025-07-03 12:08:47,81.168.130.215,wet_lab,read,0
user_022,2025-06-30 01:06:37,15.116.172.14,wet_lab,read,0
user_004,2025-07-02 07:37:12,173.218.37.85,cloud_storage,write,0
user_038,2025-07-04 01:13:31,147.71.111.117,compute_mode,read,0
user_017,2025-06-29 19:58:29,75.16.35.114,sequencer,read,0
user_022,2025-07-05 22:11:31,78.188.96.233,sequencer,read,0
user_043,2025-07-05 20:03:29,154.138.117.180,sequencer,read,0
user_039,2025-07-05 08:02:42,171.66.107.163,genome_db,write,0
user_005,2025-07-08 07:39:12,156.133.139.113,genome_db,read,0
user_040,2025-07-08 07:50:19,36.136.176.143,sequencer,read,0
user_006,2025-07-04 21:40:31,31.17.178.38,wet_lab,delete,0
user_028,2025-07-08 11:02:38,158.70.109.210,compute_mode,read,0
user_005,2025-06-30 00:05:25,219.169.164.83,sequencer,read,0
user_035,2025-07-02 05:42:02,93.159.170.21,sequencer,read,0
user_005,2025-07-09 10:34:44,158.70.109.210,cloud_storage,read,0
user_038,2025-07-06 04:24:36,75.16.35.114,compute_mode,delete,0
user_000,2025-07-01 06:15:54,171.66.107.163,sequencer,read,0
user_005,2025-07-05 21:18:46,81.168.130.215,cloud_storage,delete,0
user_015,2025-06-29 19:36:37,154.138.117.180,cloud_storage,read,0
user_024,2025-07-04 16:42:13,219.169.164.83,genome_db,read,0
user_017,2025-07-05 21:02:38,16.166.116.116,genome_db,read,0
user_027,2025-07-04 14:38:52,156.133.139.113,sequencer,read,0
user_004,2025-07-03 04:51:49,158.70.109.210,compute_mode,delete,0
user_046,2025-07-08 04:33:58,116.94.196.239,sequencer,read,0
user_012,2025-07-03 13:04:42,132.17.40.122,wet_lab,read,0
user_000,2025-07-06 10:28:28,147.71.111.117,compute_mode,delete,0
user_024,2025-07-07 05:46:34,75.16.35.114,compute_mode,read,0
user_027,2025-07-01 20:15:39,180.181.186.23,cloud_storage,read,0
user_020,2025-07-09 10:12:34,184.21.239.21,genome_db,read,0
user_011,2025-07-02 01:50:08,147.71.111.117,compute_mode,read,0
user_044,2025-07-07 22:00:56,116.94.196.239,sequencer,exfiltrate,1
user_015,2025-07-04 14:57:49,173.218.37.85,sequencer,read,0
user_025,2025-07-02 17:06:10,158.70.109.210,wet_lab,delete,0
user_012,2025-07-03 07:04:57,154.138.117.180,cloud_storage,read,0
user_049,2025-07-08 22:06:00,78.188.96.233,wet_lab,exfiltrate,1
user_029,2025-07-05 00:14:09,206.238.218.116,genome_db,read,0
user_018,2025-07-04 19:42:08,180.181.186.23,wet_lab,delete,0
user_026,2025-07-08 01:45:40,206.16.186.10,sequencer,read,0
user_019,2025-07-01 18:30:25,61.130.102.125,compute_mode,write,0
user_045,2025-07-05 07:07:57,168.234.14.121,sequencer,read,0
user_038,2025-06-29 14:39:29,16.166.116.116,cloud_storage,read,0
user_032,2025-07-06 14:19:52,16.17.153.22,sequencer,read,0
user_023,2025-07-06 12:19:37,206.238.218.116,cloud_storage,read,0
user_005,2025-07-05 16:32:22,22.82.98.1,genome_db,write,0
user_022,2025-07-08 19:47:10,219.169.164.83,cloud_storage,read,0
user_041,2025-07-09 04:51:19,206.16.186.10,sequencer,exfiltrate,1
user_021,2025-06-30 09:17:06,75.16.35.114,sequencer,read,0
user_006,2025-07-03 00:46:30,156.133.139.113,genome_db,read,0
user_033,2025-07-03 15:44:35,78.188.96.233,cloud_storage,write,0
user_014,2025-07-08 13:03:59,132.17.40.122,compute_mode,read,0
user_049,2025-07-04 07:39:16,206.16.186.10,cloud_storage,write,0
user_009,2025-07-04 10:13:11,158.70.109.210,wet_lab,read,0
user_018,2025-07-01 00:42:11,168.234.14.121,wet_lab,read,0
user_046,2025-07-01 02:47:48,36.136.176.143,compute_mode,read,0
user_029,2025-06-30 03:00:36,75.16.35.114,genome_db,read,0
user_022,2025-07-06 17:44:20,16.166.116.116,wet_lab,read,0
user_044,2025-07-05 01:56:19,132.17.40.122,compute_mode,read,0
user_002,2025-06-29 15:43:02,75.16.35.114,wet_lab,read,0
